id,Precio Nuevo
256-1605-04,731
256-1605-05,559
256-1605-06,579
256-1607-00,438
256-1607-01,800
256-1607-02,579
256-1702-00,449
256-1803-00,452
256-1901-00,426
256-1901-01,527
256-1901-02,395
256-1901-03,395
256-1901-04,338
256-1901-05,338
256-1902-00,546
256-1902-01,546
256-1903-00,412
256-1903-03,412
256-1903-04,412
256-1903-05,412
256-1909-00,449
256-1909-03,449
256-1909-04,409
256-1920-00,308
256-2101-00,731
256-2101-01,668
256-2101-03,553
256-2101-04,484
256-2101-05,470
256-2201-00,539
256-2205-00,520
256-2208-01,466
256-2302-00,221
256-2302-01,642
256-2302-02,766
256-2302-04,405
256-2302-05,405
256-2302-06,338
256-2302-07,338
256-2303-00,221
256-2303-01,254
256-2305-00,104
256-2305-01,339
256-2307-00,438
256-2307-01,468
256-2307-03,438
256-2307-04,125
256-2307-05,468
256-2308-00,92
256-2311-00,473
256-2312-00,585
256-2313-00,567
256-2314-00,179
256-2315-00,604
256-2316-00,433
256-2316-01,550
256-2317-01,546
256-2318-00,571
256-2319-00,654
256-2319-02,456
256-2319-03,456
256-2321-00,153
256-2321-01,238
256-2321-02,101
256-2324-00,546
256-2324-01,654
256-2401-00,581
256-2402-00,426
256-2403-00,522
256-2405-00,567
256-2409-00,484
256-2504-00,150
256-2604-00,512
256-2607-00,456
256-2608-00,456
256-2611-00,614
256-2612-00,503
256-2704-00,433
256-2903-00,550
256-2904-00,639
256-2905-00,639
256-3001-00,870
256-3001-01,870
256-3001-02,550
256-3002-00,686
256-3002-01,426
256-3002-02,609
256-3002-03,539
256-3002-07,339
256-3004-00,539
256-3004-01,338
256-3005-00,402
256-3006-00,713
256-3007-00,395
256-3007-01,395
256-3011-00,585
256-3011-01,527
256-3011-02,426
256-3015-00,546
256-3015-01,546
256-3015-02,522
256-3018-00,520
256-3025-00,520
256-3107-00,386
256-3109-00,426
256-3112-00,800
256-3112-01,800
256-3112-02,405
256-3112-03,421
256-3112-04,287
256-3112-05,385
256-3112-06,357
256-3123-00,365
256-3124-00,546
256-3124-01,546
256-3124-02,489
256-3212-00,546
256-3302-00,104
256-3405-00,426
256-3405-01,426
256-4601-00,456
257-0301-00,1201
257-0301-03,992
257-0316-00,1705
257-0316-01,1705
257-0602-00,835
257-0605-00,940
257-0805-00,468
257-0916-00,4141
257-1216-00,2192
257-1216-01,1566
257-1216-02,604
257-1216-03,1322
257-1605-00,1583
257-2101-00,1705
257-2101-01,1705
257-2305-00,1009
257-2305-01,512
257-2307-00,1531
257-2307-01,1009
257-2308-00,505
257-2308-01,574
257-2316-00,456
257-2321-00,426
257-2321-01,452
257-2321-02,517
257-2321-03,567
257-2343-00,475
257-2343-01,1514
257-2346-00,1409
257-2704-00,800
257-2704-01,800
257-3007-00,1305
257-3112-00,553
257-3112-01,553
257-3112-02,468
257-3112-03,468
257-3115-00,748
257-3115-01,922
257-3115-02,922
257-3115-03,922
257-3115-04,679
258-0920-00,466
258-1221-00,654
258-1221-01,654
258-2302-00,438
258-2322-00,285
258-2324-01,713
258-2324-03,599
259-0202-00,329
259-0202-01,329
259-0202-02,193
259-0202-03,193
259-0202-04,263
259-0202-05,263
259-0203-00,240
259-0203-02,187
259-0203-03,187
259-0207-00,187
259-0207-01,187
259-0207-02,334
259-0207-03,334
259-0603-00,126
259-0603-01,126
259-0604-00,549
259-0604-01,549
259-0604-02,197
259-0604-03,523
259-0604-08,132
259-0604-09,132
259-0608-00,329
259-0608-01,329
259-0608-02,329
259-0608-03,329
259-0610-00,242
259-0610-01,433
259-0610-02,265
259-0610-03,663
259-0622-00,126
259-0622-01,126
259-0622-02,1373
259-0622-03,1373
259-0622-04,757
259-0622-05,475
259-0622-06,2359
259-0622-07,1769
259-0622-08,168
259-0622-09,336
259-0625-00,395
259-0625-01,395
259-0630-00,126
259-0630-01,126
259-0630-02,578
259-0630-03,578
259-0645-00,98
259-0645-01,124
259-0645-02,456
259-0645-03,456
259-0648-00,705
259-0648-01,705
259-0663-00,274
259-0663-01,270
259-0663-02,733
259-0663-03,570
259-0663-04,2600
259-0665-00,126
259-0665-01,126
259-0665-02,72
259-0665-03,72
259-0665-04,449
259-0665-05,449
259-0665-06,227
259-0665-07,173
259-0665-08,746
259-0665-09,737
259-0665-10,365
259-0665-11,1433
259-0666-00,449
259-0666-01,449
259-0666-02,107
259-0666-03,107
259-0666-04,276
259-0666-05,538
259-0666-06,479
259-0666-07,479
259-0670-00,263
259-0670-01,263
259-0670-02,888
259-0670-03,888
259-0670-04,58
259-0670-06,401
259-0670-07,291
259-0677-00,103
259-0677-01,103
259-0677-02,173
259-0677-03,173
259-0679-00,126
259-0679-01,458
259-0679-02,286
259-0679-03,286
259-0679-04,384
259-0679-05,419
259-0703-00,1071
259-0703-01,1071
259-0718-00,517
259-0718-01,517
259-0902-00,157
259-0902-01,157
259-0902-02,126
259-0902-03,126
259-0912-00,230
259-0912-01,230
259-0912-02,193
259-0912-03,193
259-1209-00,263
259-1209-01,263
259-1209-02,766
259-1209-03,766
259-1209-04,832
259-1209-05,832
259-1209-06,832
259-1213-00,653
259-1213-01,653
259-1214-00,578
259-1214-01,578
259-1214-02,1142
259-1214-03,1142
259-1219-00,117
259-1219-01,117
259-1221-00,329
259-1221-01,329
259-1221-02,334
259-1221-03,334
259-1221-04,874
259-1221-05,874
259-1301-00,193
259-1301-01,193
259-1301-02,517
259-1301-03,517
259-1301-04,263
259-1301-05,263
259-1301-06,329
259-1301-07,329
259-1301-08,157
259-1301-09,157
259-1301-10,157
259-1301-11,157
259-1301-12,126
259-1301-13,126
259-1301-14,230
259-1301-15,230
259-1301-16,244
259-1301-17,244
259-1302-00,126
259-1302-01,126
259-1302-02,157
259-1302-03,157
259-1302-04,157
259-1302-05,157
259-1302-06,126
259-1302-07,126
259-1302-08,230
259-1302-09,230
259-1302-10,272
259-1302-11,272
259-1302-12,395
259-1302-13,395
259-1302-14,334
259-1302-15,334
259-1302-16,109
259-1302-17,109
259-1302-18,109
259-1302-19,109
259-1302-22,118
259-1302-23,118
259-1302-24,221
259-1302-25,221
259-1302-26,207
259-1302-27,207
259-1303-00,197
259-1303-01,197
259-1303-02,446
259-1303-03,446
259-1303-04,126
259-1303-05,126
259-1303-06,126
259-1303-07,126
259-1303-08,193
259-1303-09,193
259-1303-10,126
259-1303-11,126
259-1303-12,276
259-1303-13,276
259-1303-16,202
259-1303-17,202
259-1303-18,163
259-1303-19,163
259-1303-20,324
259-1303-21,324
259-1303-22,272
259-1303-23,272
259-1303-24,164
259-1303-25,164
259-1305-00,263
259-1305-01,263
259-1310-00,329
259-1310-01,329
259-1313-00,329
259-1313-01,329
259-1313-02,94
259-1313-03,94
259-1604-00,2368
259-1604-01,2368
259-1605-00,141
259-1605-01,141
259-1605-02,423
259-1605-03,423
259-1605-04,282
259-1605-05,282
259-1605-06,564
259-1901-02,193
259-1901-03,193
259-1901-04,126
259-1901-05,126
259-1901-06,126
259-1901-07,126
259-1901-08,263
259-1901-09,263
259-1901-10,126
259-1901-11,126
259-1901-12,263
259-1901-13,263
259-1901-14,94
259-1901-15,94
259-1901-16,329
259-1901-17,329
259-1901-18,188
259-1901-19,188
259-1902-00,230
259-1902-01,230
259-1902-02,446
259-1902-03,446
259-1902-04,263
259-1902-05,263
259-1902-06,157
259-1902-07,157
259-1902-08,157
259-1902-09,157
259-1902-10,157
259-1902-11,157
259-1902-12,134
259-1902-13,134
259-1920-00,404
259-1920-01,404
259-2205-00,329
259-2205-01,329
259-2208-00,329
259-2208-01,329
259-2302-00,126
259-2302-01,126
259-2302-02,193
259-2302-03,193
259-2302-04,517
259-2302-05,517
259-2302-06,888
259-2302-07,888
259-2302-08,446
259-2302-09,446
259-2302-10,94
259-2302-11,94
259-2302-12,517
259-2302-13,517
259-2310-00,80
259-2310-01,80
259-2316-00,263
259-2316-01,263
259-2316-02,126
259-2316-03,126
259-2316-04,126
259-2316-05,126
259-2316-06,126
259-2316-07,126
259-2316-08,395
259-2316-09,395
259-2316-10,446
259-2316-11,446
259-2316-12,2166
259-2316-13,2166
259-2316-14,126
259-2316-15,126
259-2316-16,164
259-2316-17,164
259-2318-00,258
259-2318-01,258
259-2318-02,114
259-2318-03,114
259-2324-00,148
259-2324-01,148
259-2330-00,132
259-2330-01,132
259-2344-00,1400
259-2344-01,1400
259-2411-00,493
259-2608-01,592
259-2608-02,329
259-2608-03,329
259-2608-04,526
259-2608-05,526
259-2612-00,263
259-2612-01,263
259-2612-02,329
259-2612-04,268
259-2612-05,268
259-2612-06,357
259-2612-07,357
259-3002-00,126
259-3002-01,126
259-3002-02,517
259-3002-03,517
259-3002-04,157
259-3002-05,157
259-3002-06,126
259-3002-07,126
259-3002-08,263
259-3002-09,263
259-3002-10,272
259-3002-11,272
259-3002-12,117
259-3002-13,117
259-3002-14,164
259-3002-15,164
259-3002-18,446
259-3002-19,446
259-3004-00,517
259-3004-01,517
259-3004-02,705
259-3004-03,705
259-3004-04,230
259-3004-05,230
259-3004-06,157
259-3004-07,157
259-3004-08,244
259-3004-10,126
259-3004-11,126
259-3004-12,126
259-3004-13,126
259-3004-14,126
259-3004-15,126
259-3004-18,164
259-3004-19,164
259-3004-20,86
259-3004-21,86
259-3004-22,152
259-3004-23,152
259-3004-24,152
259-3004-25,152
259-3007-00,126
259-3007-01,126
259-3007-02,134
259-3007-03,134
259-3007-04,134
259-3007-05,134
259-3011-00,446
259-3011-01,446
259-3011-02,517
259-3011-03,517
259-3011-04,705
259-3011-05,705
259-3011-06,395
259-3011-07,395
259-3011-08,193
259-3011-09,193
259-3011-10,832
259-3011-11,832
259-3011-12,329
259-3011-13,329
259-3011-14,193
259-3011-15,193
259-3011-16,987
259-3011-17,987
259-3011-18,658
259-3011-19,658
259-3012-00,578
259-3012-01,578
259-3012-02,954
259-3012-03,954
259-3012-04,157
259-3012-05,157
259-3012-06,272
259-3012-07,272
259-3015-00,583
259-3015-01,583
259-3018-00,329
259-3018-01,329
259-3018-02,157
259-3018-03,157
259-3018-04,126
259-3018-05,126
259-3018-06,126
259-3018-07,126
259-3103-00,193
259-3103-01,193
259-3103-02,254
259-3103-04,126
259-3103-05,126
259-3111-00,163
259-3111-01,163
259-3111-02,254
259-3111-03,254
259-3112-00,163
259-3112-01,163
259-3134-00,226
259-3134-01,226
259-3409-00,188
259-3409-01,188
260-0604-00,6177
260-0604-01,6055
260-0604-02,6038
260-0604-03,6160
260-0604-04,6107
260-0604-05,6090
260-0604-06,6003
260-0604-07,5777
260-0614-00,5029
260-0614-01,4837
260-0712-00,5725
260-0712-01,6055
260-0712-02,8439
260-0712-03,7639
260-0712-06,8143
260-0712-07,7117
260-0712-08,5377
260-0903-01,9326
260-0911-00,5812
260-0911-01,5725
260-0911-02,6542
260-0911-03,6542
260-1209-00,6925
260-1209-01,8404
260-1214-00,11484
260-1214-01,11484
260-1217-00,8074
260-1217-01,6142
260-1219-00,6699
260-1219-01,4889
260-1219-02,5933
260-1219-03,4159
260-1245-01,2732
260-1302-00,6455
260-1302-01,6995
260-1302-02,6438
260-1302-03,6107
260-1302-04,6421
260-2314-00,5846
260-2314-01,7047
260-2314-02,5916
260-2314-03,4889
260-2314-04,6229
260-2314-05,8282
260-2314-06,5324
260-2314-07,5011
260-2316-00,7099
260-2316-01,6073
260-2316-02,7099
260-2316-03,6107
260-2316-04,5864
260-2316-06,5394
260-2316-08,6508
260-2316-09,6107
260-2318-00,5533
260-2318-01,5585
260-2318-02,5498
260-2318-03,5220
260-2318-04,5533
260-2318-05,5255
260-2321-00,5255
260-2321-01,5220
260-2321-02,5394
260-2321-03,4611
260-2607-01,2453
260-3004-00,2645
260-3004-01,2227
260-3011-01,2419
260-3012-00,3497
260-3012-01,2471
260-3018-00,2645
260-3018-01,2767
260-3102-01,6038
260-3103-00,6160
260-3103-01,7325
260-3103-02,6316
260-3103-03,6038
260-3103-04,7343
260-3103-05,6664
260-3103-06,7726
260-3109-02,3149
260-3112-00,5116
260-3112-01,4959
260-3112-02,6977
260-3112-03,6525
260-3112-04,7900
260-3112-05,7082
260-3112-06,7482
260-3112-07,6873
260-3112-08,7465
260-3112-09,6890
260-3112-10,5864
260-3112-11,5725
260-3112-12,7325
260-3112-13,6682
260-3112-14,7151
260-3112-15,6890
260-3112-17,6995
261-2307-00,628
261-3114-00,2053
262-0601-00,974
262-0601-02,1009
262-0601-03,1148
262-0601-05,348
262-0604-00,1305
262-0604-02,1148
262-0605-00,296
262-0605-01,275
262-0605-02,296
262-0605-03,313
262-0605-04,261
262-0605-05,209
262-0605-06,331
262-0605-07,637
262-0605-08,261
262-0605-11,696
262-0608-00,887
262-0611-00,278
262-0611-01,383
262-0611-02,400
262-0611-04,1131
262-0614-00,451
262-0614-01,308
262-0614-02,291
262-0614-03,301
262-0614-04,287
262-0614-05,296
262-0617-00,1096
262-0617-02,480
262-0617-03,292
262-0617-04,559
262-0617-05,642
262-0622-00,531
262-0625-00,1827
262-0625-02,1827
262-0625-04,557
262-0630-00,1705
262-0630-02,1340
262-0633-00,1462
262-0633-02,618
262-0633-03,228
262-0639-00,1235
262-0639-01,1235
262-0639-02,905
262-0639-03,2314
262-0645-00,174
262-0645-01,661
262-0647-00,1061
262-0665-00,2036
262-0665-01,1757
262-0670-00,2419
262-0712-00,870
262-0712-02,940
262-0712-03,748
262-0904-00,637
262-0904-02,2906
262-0904-04,748
262-1217-00,3132
262-1219-00,800
262-1219-02,1931
262-1219-04,1288
262-1219-06,887
262-1219-07,1061
262-1219-08,538
262-1301-00,658
262-1301-01,1322
262-1301-03,1514
262-1308-00,1531
262-1901-00,1201
262-1901-02,411
262-1915-00,3376
262-1915-02,1879
262-2302-00,1270
262-2302-02,4420
262-2302-03,292
262-2302-04,291
262-2302-05,1253
262-2302-06,1166
262-2302-07,3376
262-2302-08,2732
262-2302-09,287
262-2302-10,235
262-2305-00,270
262-2307-00,1340
262-2307-01,940
262-2313-00,1166
262-2314-00,887
262-2314-02,421
262-2314-03,534
262-2314-05,974
262-2314-06,245
262-2315-00,224
262-2315-01,197
262-2316-00,254
262-2316-01,162
262-2316-02,713
262-2316-03,517
262-2316-04,296
262-2316-05,287
262-2316-06,522
262-2316-08,2036
262-2318-00,1914
262-2318-02,432
262-2319-00,1148
262-2321-00,409
262-2321-01,1235
262-2321-02,1096
262-2321-03,275
262-2321-04,150
262-2321-05,301
262-2321-06,313
262-2321-07,214
262-2321-08,174
262-2321-09,176
262-2321-10,207
262-2321-11,179
262-2321-12,607
262-2321-13,1201
262-2322-00,992
262-2322-01,992
262-2322-02,261
262-2324-01,1409
262-2324-02,1096
262-2326-01,244
262-2326-02,301
262-2326-05,198
262-2326-06,230
262-2326-07,492
262-2330-00,1340
262-2401-00,214
262-2401-01,404
262-2401-02,2140
262-2604-00,1862
262-2604-01,1131
262-2604-02,783
262-2604-03,684
262-2604-04,1061
262-2604-05,677
262-2604-06,675
262-2704-00,1879
262-2704-02,992
262-3002-00,992
262-3002-04,887
262-3002-06,783
262-3002-08,1496
262-3002-09,783
262-3002-11,1566
262-3004-00,974
262-3004-02,2175
262-3004-04,534
262-3004-05,1322
262-3004-07,1148
262-3004-08,1148
262-3004-09,1148
262-3004-10,1462
262-3004-11,1444
262-3007-01,621
262-3011-00,1044
262-3011-01,1409
262-3012-00,637
262-3018-00,2923
262-3018-02,2036
262-3018-04,992
262-3018-05,1027
262-3112-00,1514
262-3112-02,940
262-3112-03,496
262-3115-00,204
262-3115-01,299
263-0601-00,853
263-0601-01,649
263-0605-00,539
263-0617-00,1044
263-0622-00,1392
263-0622-01,713
263-0625-00,1531
263-0625-01,1079
263-0630-01,1322
263-0630-03,1392
263-0630-04,1479
263-0630-05,1879
263-0630-06,1479
263-0630-07,1984
263-0630-08,1409
263-0633-00,2071
263-0639-00,233
263-0639-01,405
263-0665-00,2105
263-0665-01,2105
263-0904-00,1288
263-1210-00,296
263-1217-00,1705
263-1217-03,905
263-1219-00,783
263-1608-00,1027
263-1901-03,285
263-1915-03,2471
263-2302-00,1235
263-2302-01,1636
263-2305-00,301
263-2305-01,1044
263-2305-02,305
263-2306-00,301
263-2314-00,254
263-2314-01,409
263-2318-00,299
263-2321-00,195
263-2321-01,905
263-2321-02,1322
263-2321-03,1288
263-2321-05,637
263-2321-06,207
263-2321-07,207
263-2322-03,299
263-2326-00,305
263-2401-01,395
263-2604-00,470
263-2704-00,1479
263-3002-00,1444
263-3004-03,1288
263-3112-00,1270
264-3112-00,216
265-0202-00,2105
265-0202-01,2105
265-0202-02,1096
265-0202-03,1096
265-0202-04,1096
265-0202-05,1096
265-0202-06,1966
265-0203-00,2192
265-0203-01,2192
265-0203-02,1357
265-0203-03,1357
265-0203-04,1357
265-0203-05,1357
265-0203-06,3080
265-0642-00,470
265-2308-00,1253
265-3112-00,922
266-0622-00,99
266-0622-01,99
266-0625-00,315
266-0625-01,315
266-1302-00,99
266-1303-01,148
266-2316-00,395
266-2316-01,395
266-3002-01,99
266-3011-00,301
267-0604-00,1514
267-0604-01,1514
267-0614-00,1166
267-0614-01,1166
267-2316-00,1409
267-2316-01,1409
267-2316-02,1462
267-2316-03,1462
267-2318-00,1462
267-2318-01,1462
267-2321-00,1409
267-2321-01,1409
267-3112-00,1531
267-3112-01,1531
300-0699-00,23
300-0699-01,30
300-0699-02,30
300-0699-03,23
300-0699-04,23
300-0699-05,30
300-0699-06,89
300-0699-07,210
300-0699-08,175
300-0699-09,232
300-0699-10,148
300-0699-11,148
300-0699-12,183
300-0699-13,330
300-0699-14,61
300-0799-00,30
300-0799-01,44
300-0799-02,150
300-0799-03,35
300-0799-05,308
300-1204-00,144
300-1204-01,136
300-1204-03,585
300-1213-00,47
300-1213-01,210
300-1223-00,44
300-1223-02,277
300-1228-00,44
300-1228-01,172
300-1228-02,290
300-1230-00,254
300-1230-01,270
300-1230-02,287
300-1230-03,110
300-1230-04,110
300-1230-05,110
300-1230-06,487
300-1230-07,277
300-1230-09,509
300-1230-10,389
300-1230-11,424
300-1230-12,366
300-1233-00,30
300-1233-01,183
300-1234-00,146
300-1234-01,141
300-1234-02,505
300-1234-03,522
300-1235-00,110
300-1235-01,44
300-1235-02,44
300-1235-03,183
300-1235-04,268
300-1241-00,148
300-1241-01,70
300-1241-03,237
300-1243-00,45
300-1243-01,321
300-1299-00,92
300-1605-00,833
300-1605-01,628
300-1605-02,825
300-1605-03,955
300-1605-04,955
300-1605-05,145
300-1605-06,212
300-1605-07,331
300-1605-08,331
300-2399-00,237
300-2399-02,241
300-3010-00,37
300-3010-01,45
300-3010-02,277
300-3010-03,397
300-3010-04,40
300-3199-00,54
300-3199-01,237
300-3199-02,415
300-9999-00,44
300-9999-01,73
300-9999-02,73
300-9999-03,137
300-9999-04,519
300-9999-05,491
301-0604-00,162
301-0614-01,255
301-0615-00,250
301-0615-01,250
301-0623-00,162
301-0635-00,26
301-0635-01,17
301-0635-02,89
301-0635-03,196
301-0635-04,119
301-0635-05,268
301-0639-00,142
301-0639-02,138
301-0639-03,138
301-0642-20,277
301-0643-00,162
301-0643-01,446
301-0643-02,70
301-0643-03,210
301-0643-23,286
301-0699-00,21
301-0699-01,21
301-0699-02,89
301-0699-03,104
301-0699-04,211
301-0699-05,162
301-0699-06,258
301-0699-07,14
301-0699-08,23
301-0699-09,154
301-0699-10,154
301-0699-11,321
301-0699-12,255
301-0699-13,643
301-0699-14,411
301-0699-15,210
301-0699-16,148
301-0699-17,643
301-0699-18,177
301-0699-19,201
301-0699-22,177
301-0699-24,214
301-0699-25,162
301-0699-26,162
301-0699-27,162
301-0699-28,162
301-0706-00,162
301-0706-01,145
301-0714-00,162
301-0714-01,317
301-0799-00,17
301-0799-01,16
301-0799-02,104
301-0799-03,140
301-0799-04,116
301-0799-05,241
301-0799-06,61
301-0799-07,162
301-0899-00,145
301-0899-01,214
301-0916-00,210
301-0916-01,272
301-0918-00,187
301-0919-00,162
301-0946-00,232
301-0946-01,205
301-1203-00,241
301-1223-00,214
301-1230-00,136
301-1230-01,7
301-1230-02,158
301-1230-03,411
301-1230-04,36
301-1230-05,214
301-1235-00,214
301-1299-00,19
301-1299-01,84
301-1299-02,23
301-1299-03,104
301-1299-04,299
301-1299-05,255
301-1299-06,144
301-1299-07,232
301-2314-00,190
301-2321-00,487
301-2321-01,232
301-2321-02,199
301-2321-03,177
301-2321-04,219
301-2321-06,232
301-2322-00,187
301-2399-00,157
301-2399-01,157
301-3099-00,157
301-3111-00,250
301-3112-00,255
301-9999-01,219
301-9999-02,255
302-2399-00,31
302-2399-01,228
302-9999-00,14
302-9999-01,10
302-9999-02,10
302-9999-03,7
302-9999-04,7
302-9999-05,16
302-9999-06,21
302-9999-07,28
302-9999-08,14
302-9999-09,16
302-9999-10,17
302-9999-12,14
302-9999-13,299
302-9999-14,106
302-9999-15,74
302-9999-16,58
302-9999-17,18
302-9999-18,30
302-9999-19,52
302-9999-20,39
302-9999-21,92
302-9999-22,223
302-9999-23,290
302-9999-24,250
302-9999-25,442
302-9999-26,110
302-9999-27,115
302-9999-28,366
303-9999-00,31
303-9999-01,16
303-9999-02,19
303-9999-03,19
303-9999-04,21
303-9999-05,28
303-9999-06,17
303-9999-07,21
303-9999-08,21
303-9999-09,30
303-9999-10,31
303-9999-11,35
303-9999-12,44
303-9999-13,38
303-9999-14,56
303-9999-15,16
303-9999-16,21
303-9999-17,19
303-9999-18,30
303-9999-19,28
303-9999-20,26
303-9999-21,30
303-9999-22,28
303-9999-23,26
303-9999-24,35
303-9999-25,37
303-9999-26,144
303-9999-27,67
303-9999-28,127
303-9999-29,86
303-9999-30,92
303-9999-31,140
303-9999-32,88
303-9999-33,92
303-9999-34,92
303-9999-35,162
303-9999-36,162
303-9999-37,165
303-9999-38,210
303-9999-39,183
303-9999-40,268
303-9999-41,88
303-9999-42,152
303-9999-43,130
303-9999-44,137
303-9999-45,228
303-9999-46,144
303-9999-47,130
303-9999-48,205
303-9999-49,201
304-0199-00,272
304-0301-00,14
304-0301-01,74
304-0310-00,40
304-0611-00,88
304-0621-00,86
304-0622-00,171
304-0630-00,37
304-0630-01,214
304-0643-00,19
304-0643-02,33
304-0643-03,21
304-0643-04,268
304-0643-05,99
304-0643-06,40
304-0643-07,40
304-0643-08,40
304-0699-00,14
304-0699-01,16
304-0699-02,23
304-0699-03,14
304-0699-04,12
304-0699-05,19
304-0699-06,16
304-0699-07,14
304-0699-09,17
304-0699-10,16
304-0699-11,16
304-0699-12,61
304-0699-13,106
304-0699-14,71
304-0699-15,71
304-0699-16,114
304-0699-17,61
304-0699-18,48
304-0699-19,92
304-0699-20,67
304-0699-21,61
304-0699-22,137
304-0699-23,78
304-0699-24,74
304-0699-25,96
304-0699-26,140
304-0699-27,54
304-0699-28,106
304-0699-29,86
304-0699-30,40
304-0699-31,61
304-0699-32,40
304-0699-33,61
304-0699-34,40
304-0699-35,40
304-0699-36,40
304-0699-37,40
304-0699-38,40
304-0699-39,61
304-0699-40,61
304-0699-41,61
304-0699-42,40
304-0699-43,61
304-0699-44,40
304-0699-45,268
304-0701-00,30
304-0701-01,175
304-0705-00,31
304-0705-01,172
304-0707-00,40
304-0718-00,23
304-0718-01,119
304-0718-02,40
304-0799-00,30
304-0799-01,17
304-0799-02,16
304-0799-03,16
304-0799-04,26
304-0799-05,21
304-0799-06,17
304-0799-07,33
304-0799-08,31
304-0799-09,183
304-0799-12,154
304-0799-13,124
304-0799-14,162
304-0799-15,165
304-0799-16,61
304-0908-00,140
304-1213-00,82
304-1226-00,102
304-1226-01,40
304-1233-00,19
304-1233-01,86
304-1233-02,61
304-1241-00,40
304-1243-00,154
304-1299-00,19
304-1299-01,19
304-1299-02,19
304-1299-03,12
304-1299-04,19
304-1299-05,30
304-1299-06,14
304-1299-07,14
304-1299-08,61
304-1299-09,92
304-1299-10,99
304-1299-11,44
304-1299-12,61
304-1299-13,58
304-1299-14,346
304-1299-15,40
304-1299-16,40
304-1299-17,40
304-1299-18,183
304-1301-00,28
304-1301-01,21
304-1301-02,21
304-1301-03,26
304-1301-04,52
304-1301-05,124
304-1301-06,115
304-1301-07,92
304-1301-08,116
304-1301-09,286
304-1301-10,40
304-1301-11,40
304-1301-12,40
304-1301-13,40
304-1301-14,61
304-1302-00,54
304-1302-01,56
304-1302-02,303
304-1302-03,268
304-1302-04,130
304-1302-05,169
304-1302-06,61
304-1302-07,61
304-1302-08,61
304-1399-00,30
304-1399-01,21
304-1399-02,35
304-1399-03,14
304-1399-04,44
304-1399-05,14
304-1399-06,17
304-1399-07,137
304-1399-08,99
304-1399-09,165
304-1399-10,58
304-1399-11,210
304-1399-12,58
304-1399-13,74
304-1399-14,295
304-1399-15,40
304-1399-16,61
304-1399-17,40
304-1399-18,61
304-1399-19,40
304-1601-00,137
304-1605-00,30
304-1605-01,205
304-1607-00,14
304-1607-01,64
304-1607-02,40
304-1607-03,61
304-1899-00,56
304-1899-01,321
304-2302-00,28
304-2302-01,152
304-2302-02,61
304-2302-03,61
304-2305-00,40
304-2310-00,26
304-2310-01,38
304-2310-02,140
304-2310-03,201
304-2310-04,40
304-2310-05,61
304-2310-06,40
304-2399-00,44
304-2399-01,31
304-2399-02,26
304-2399-03,12
304-2399-04,30
304-2399-05,19
304-2399-06,14
304-2399-07,26
304-2399-08,35
304-2399-10,119
304-2399-11,210
304-2399-12,152
304-2399-13,116
304-2399-14,58
304-2399-15,134
304-2399-16,99
304-2399-17,520
304-2399-18,201
304-2399-19,116
304-2399-20,106
304-2399-21,172
304-2399-22,61
304-2399-23,40
304-2399-24,61
304-2399-25,40
304-2399-26,40
304-2399-27,40
304-2399-28,40
304-2899-00,288
304-2899-01,232
304-3002-00,201
304-3002-01,61
304-3016-00,232
304-3099-00,228
304-3099-01,61
304-3099-02,40
304-3099-07,16
304-3099-08,44
304-3099-09,71
304-3099-10,76
304-3111-00,162
304-3112-00,35
304-3112-01,30
304-3112-02,241
304-9999-00,14
304-9999-01,26
304-9999-02,28
304-9999-03,21
304-9999-04,12
304-9999-05,16
304-9999-06,28
304-9999-07,154
304-9999-08,48
304-9999-09,250
304-9999-10,152
304-9999-11,175
304-9999-12,40
304-9999-13,61
304-9999-14,40
305-0199-00,295
305-0614-00,16
305-0614-01,246
305-0614-02,8
305-0630-00,33
305-0630-01,478
305-0635-00,14
305-0635-01,183
305-0643-00,40
305-0643-01,12
305-0643-02,10
305-0643-03,223
305-0643-04,137
305-0643-05,124
305-0643-06,92
305-0643-07,154
305-0643-08,148
305-0643-09,40
305-0643-10,40
305-0643-11,40
305-0643-12,40
305-0643-13,61
305-0648-00,241
305-0650-00,14
305-0650-01,14
305-0650-02,183
305-0650-03,203
305-0699-00,9
305-0699-01,10
305-0699-02,14
305-0699-03,16
305-0699-04,23
305-0699-05,16
305-0699-06,19
305-0699-07,10
305-0699-08,14
305-0699-09,12
305-0699-10,10
305-0699-11,12
305-0699-12,14
305-0699-13,17
305-0699-14,47
305-0699-15,23
305-0699-16,63
305-0699-17,16
305-0699-18,12
305-0699-19,455
305-0699-20,277
305-0699-21,1488
305-0699-22,127
305-0699-23,114
305-0699-24,183
305-0699-25,303
305-0699-26,232
305-0699-27,183
305-0699-28,183
305-0699-29,264
305-0699-30,114
305-0699-31,165
305-0699-32,357
305-0699-33,250
305-0699-34,183
305-0699-35,228
305-0699-36,183
305-0699-37,152
305-0699-38,335
305-0699-39,183
305-0699-40,40
305-0699-41,61
305-0699-42,40
305-0699-43,61
305-0703-00,40
305-0704-00,183
305-0708-00,61
305-0712-00,31
305-0712-01,57
305-0718-00,10
305-0718-01,38
305-0718-02,116
305-0799-00,21
305-0799-01,14
305-0799-02,134
305-0912-00,536
305-0916-00,40
305-0916-01,61
305-0918-00,183
305-0918-01,40
305-0919-00,299
305-0919-01,308
