Sku;Departamento;Género;Categoria;Url;Nombre;Tallas;Existencias;Detalle;Descripcion;Imagenes
"ID-166618";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-holly-land-t708";"ABRIGO CASUAL HOLLY LAND T708";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]10 [CH]34 [M]55 [G]60 [XG]28 [XXG]12
VERACRUZ [XCH]0 [CH]6 [M]8 [G]3 [XG]3 [XXG]7
LEON [XCH]30 [CH]75 [M]39 [G]15 [XG]33 [XXG]13
IZTAPALAPA [XCH]26 [CH]42 [M]60 [G]78 [XG]54 [XXG]40
ECATEPEC [XCH]15 [CH]46 [M]125 [G]97 [XG]38 [XXG]23
NAUCALPAN [XCH]17 [CH]5 [M]13 [G]18 [XG]22 [XXG]1
OLIVAR DEL CONDE [XCH]49 [CH]8 [M]9 [G]35 [XG]1 [XXG]4
CENTRO HISTORICO [XCH]11 [CH]54 [M]43 [G]18 [XG]6 [XXG]10
QUERETARO [XCH]7 [CH]48 [M]54 [G]66 [XG]18 [XXG]8
IXTAPALUCA [XCH]16 [CH]33 [M]53 [G]32 [XG]39 [XXG]1
GUADALAJARA [XCH]31 [CH]41 [M]77 [G]33 [XG]26 [XXG]2
TOLUCA [XCH]28 [CH]22 [M]30 [G]64 [XG]37 [XXG]20
PUEBLA [XCH]42 [CH]54 [M]79 [G]47 [XG]45 [XXG]12
AGUASCALIENTES [XCH]24 [CH]8 [M]41 [G]46 [XG]34 [XXG]3
GUADALAJARA MIRAVALLE [XCH]0 [CH]2 [M]25 [G]1 [XG]3 [XXG]0
ARCO NORTE [XCH]25 [CH]35 [M]42 [G]23 [XG]30 [XXG]4
";"ABRIGO CASUAL HOLLY LAND T708";"Departamento: Ropa
Talla Ropa: N/A
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: CRUZADO BOTON
Largo: MEDIO
Cuello: CAMISERO/SPORT";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166618-1.jpg";
"ID-166619";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-holly-land-t710";"ABRIGO CASUAL HOLLY LAND T710";"XCH,CH,M";"VALLEJO [XCH]43 [CH]1 [M]22 [G]2 [XG]0 [XXG]1
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]1 [CH]1 [M]6 [G]4 [XG]3 [XXG]1
IZTAPALAPA [XCH]26 [CH]20 [M]33 [G]29 [XG]23 [XXG]5
ECATEPEC [XCH]11 [CH]6 [M]14 [G]5 [XG]1 [XXG]1
NAUCALPAN [XCH]2 [CH]5 [M]23 [G]1 [XG]1 [XXG]3
OLIVAR DEL CONDE [XCH]7 [CH]3 [M]3 [G]5 [XG]2 [XXG]5
CENTRO HISTORICO [XCH]11 [CH]24 [M]7 [G]0 [XG]2 [XXG]9
QUERETARO [XCH]1 [CH]15 [M]7 [G]2 [XG]1 [XXG]4
IXTAPALUCA [XCH]3 [CH]11 [M]4 [G]6 [XG]17 [XXG]0
GUADALAJARA [XCH]0 [CH]2 [M]7 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]2 [CH]3 [M]3 [G]29 [XG]0 [XXG]6
PUEBLA [XCH]15 [CH]21 [M]9 [G]1 [XG]13 [XXG]7
AGUASCALIENTES [XCH]3 [CH]2 [M]13 [G]9 [XG]4 [XXG]1
GUADALAJARA MIRAVALLE [XCH]2 [CH]0 [M]4 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]5 [CH]9 [M]14 [G]0 [XG]0 [XXG]4
";"ABRIGO CASUAL HOLLY LAND T710";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166619-1.jpg";
"ID-166620";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-holly-land-t715";"ABRIGO CASUAL HOLLY LAND T715";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]28 [CH]43 [M]90 [G]65 [XG]50 [XXG]51
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]13 [CH]25 [M]44 [G]40 [XG]32 [XXG]15
IZTAPALAPA [XCH]29 [CH]57 [M]110 [G]98 [XG]63 [XXG]30
ECATEPEC [XCH]22 [CH]40 [M]75 [G]21 [XG]34 [XXG]21
NAUCALPAN [XCH]7 [CH]18 [M]33 [G]29 [XG]21 [XXG]9
OLIVAR DEL CONDE [XCH]6 [CH]14 [M]19 [G]16 [XG]14 [XXG]4
CENTRO HISTORICO [XCH]5 [CH]10 [M]23 [G]28 [XG]16 [XXG]9
QUERETARO [XCH]7 [CH]8 [M]17 [G]20 [XG]9 [XXG]5
IXTAPALUCA [XCH]6 [CH]12 [M]23 [G]28 [XG]6 [XXG]5
GUADALAJARA [XCH]12 [CH]12 [M]30 [G]23 [XG]22 [XXG]12
TOLUCA [XCH]1 [CH]17 [M]33 [G]42 [XG]30 [XXG]14
PUEBLA [XCH]17 [CH]34 [M]64 [G]68 [XG]39 [XXG]29
AGUASCALIENTES [XCH]8 [CH]15 [M]20 [G]18 [XG]9 [XXG]7
GUADALAJARA MIRAVALLE [XCH]2 [CH]9 [M]15 [G]14 [XG]7 [XXG]2
ARCO NORTE [XCH]14 [CH]20 [M]49 [G]44 [XG]28 [XXG]16
";"ABRIGO CASUAL HOLLY LAND T715";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: CRUZADO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166620-1.jpg";
"ID-166621";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-schatz-woman-aupe";"ABRIGO CASUAL SCHATZ WOMAN AUPE";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]70 [CH]32 [M]72 [G]127 [XG]57 [XXG]25
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]2 [M]38 [G]20 [XG]11 [XXG]10
IZTAPALAPA [XCH]11 [CH]106 [M]202 [G]198 [XG]102 [XXG]162
ECATEPEC [XCH]29 [CH]60 [M]49 [G]157 [XG]54 [XXG]9
NAUCALPAN [XCH]6 [CH]32 [M]45 [G]7 [XG]6 [XXG]8
OLIVAR DEL CONDE [XCH]11 [CH]27 [M]47 [G]12 [XG]19 [XXG]3
CENTRO HISTORICO [XCH]17 [CH]13 [M]32 [G]2 [XG]4 [XXG]3
QUERETARO [XCH]11 [CH]7 [M]14 [G]7 [XG]7 [XXG]4
IXTAPALUCA [XCH]43 [CH]17 [M]0 [G]0 [XG]4 [XXG]1
GUADALAJARA [XCH]2 [CH]54 [M]64 [G]33 [XG]0 [XXG]0
TOLUCA [XCH]2 [CH]9 [M]4 [G]14 [XG]6 [XXG]3
PUEBLA [XCH]12 [CH]114 [M]93 [G]73 [XG]9 [XXG]0
AGUASCALIENTES [XCH]32 [CH]29 [M]53 [G]39 [XG]25 [XXG]6
GUADALAJARA MIRAVALLE [XCH]26 [CH]50 [M]76 [G]10 [XG]73 [XXG]3
ARCO NORTE [XCH]10 [CH]17 [M]40 [G]0 [XG]29 [XXG]1
";"ABRIGO CASUAL SCHATZ WOMAN AUPE";"Departamento: Ropa
Talla Ropa: N/A
Género: DAMA
Marca Price: SCHATZ WOMAN
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: CRUZADO BOTON
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166621-1.jpg";
"ID-166622";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-holly-land-6318";"ABRIGO CASUAL HOLLY LAND 6318";"AGOTADO";"VALLEJO [XCH]1 [CH]0 [M]0 [G]1 [XG]2 [XXG]1
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]0 [M]0 [G]3 [XG]2 [XXG]4
IZTAPALAPA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]0 [M]2 [G]0 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
CENTRO HISTORICO [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]0 [CH]0 [M]0 [G]3 [XG]1 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]1 [XG]1 [XXG]0
AGUASCALIENTES [XCH]0 [CH]0 [M]1 [G]0 [XG]1 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]3 [G]2 [XG]0 [XXG]2
ARCO NORTE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
";"ABRIGO CASUAL HOLLY LAND 6318";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: HOLLY LAND
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166622-1.jpg";
"ID-166623";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-schatz-woman-309a-368260";"ABRIGO CASUAL SCHATZ WOMAN 309A";"AGOTADO";"VALLEJO [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
IZTAPALAPA [XCH]1 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
ECATEPEC [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]1
OLIVAR DEL CONDE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
CENTRO HISTORICO [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
QUERETARO [XCH]0 [CH]0 [M]3 [G]0 [XG]0 [XXG]0
IXTAPALUCA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]2 [CH]0 [M]1 [G]1 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]0 [G]1
AGUASCALIENTES [XCH]1 [CH]0 [M]0 [G]0 [XG]0 [XXG]1
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
ARCO NORTE [XCH]0 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
";"ABRIGO CASUAL SCHATZ WOMAN 309A";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SCHATZ WOMAN
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: CRUZADO BOTON
Largo: MEDIO
Cuello: CAMISERO/SPORT";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166623-1.jpg";
"ID-166624";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-schatz-woman-309a-368261";"ABRIGO CASUAL SCHATZ WOMAN 309A";"AGOTADO";"VALLEJO [XCH]0 [CH]0 [M]2 [G]0 [XG]0 [XXG]0
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]1 [XXG]0
LEON [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]1
IZTAPALAPA [XCH]0 [CH]0 [M]1 [G]10 [XG]1 [XXG]4
ECATEPEC [XCH]1 [CH]0 [M]2 [G]0 [XG]0 [XXG]1
NAUCALPAN [XCH]0 [CH]1 [M]2 [G]0 [XG]0 [XXG]2
OLIVAR DEL CONDE [XCH]1 [CH]0 [M]1 [G]0 [XG]1 [XXG]0
CENTRO HISTORICO [XCH]1 [CH]1 [M]0 [G]0 [XG]0 [XXG]1
QUERETARO [XCH]0 [CH]0 [M]0 [G]0 [XG]3 [XXG]0
IXTAPALUCA [XCH]0 [CH]1 [M]0 [G]0 [XG]1 [XXG]0
GUADALAJARA [XCH]0 [CH]0 [M]1 [G]1 [XG]2 [XXG]0
TOLUCA [XCH]0 [CH]1 [M]2 [G]1 [XG]0 [XXG]0
PUEBLA [XCH]0 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]1 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [XCH]0 [CH]0 [M]0 [G]1 [XG]0 [XXG]0
ARCO NORTE [XCH]1 [CH]0 [M]0 [G]0 [XG]8 [XXG]9
";"ABRIGO CASUAL SCHATZ WOMAN 309A";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: SCHATZ WOMAN
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: CRUZADO BOTON
Largo: MEDIO
Cuello: CAMISERO/SPORT";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/166624-1.jpg";
"ID-167346";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-paris-hilton-atmo";"ABRIGO CASUAL PARIS HILTON ATMO";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]26 [CH]52 [M]91 [G]18 [XG]18 [XXG]20
VERACRUZ [XCH]11 [CH]14 [M]1 [G]0 [XG]2 [XXG]0
LEON [XCH]21 [CH]20 [M]14 [G]16 [XG]11 [XXG]3
IZTAPALAPA [XCH]4 [CH]14 [M]3 [G]106 [XG]39 [XXG]8
ECATEPEC [XCH]13 [CH]47 [M]36 [G]47 [XG]36 [XXG]20
NAUCALPAN [XCH]9 [CH]5 [M]3 [G]3 [XG]0 [XXG]1
OLIVAR DEL CONDE [XCH]5 [CH]6 [M]7 [G]14 [XG]7 [XXG]10
CENTRO HISTORICO [XCH]26 [CH]14 [M]50 [G]27 [XG]34 [XXG]24
QUERETARO [XCH]0 [CH]3 [M]1 [G]0 [XG]12 [XXG]0
IXTAPALUCA [XCH]2 [CH]0 [M]0 [G]4 [XG]1 [XXG]0
GUADALAJARA [XCH]8 [CH]2 [M]22 [G]8 [XG]11 [XXG]14
TOLUCA [XCH]26 [CH]22 [M]15 [G]5 [XG]9 [XXG]14
PUEBLA [XCH]24 [CH]1 [M]12 [G]12 [XG]7 [XXG]0
AGUASCALIENTES [XCH]5 [CH]9 [M]5 [G]6 [XG]15 [XXG]12
GUADALAJARA MIRAVALLE [XCH]0 [CH]1 [M]17 [G]4 [XG]2 [XXG]4
ARCO NORTE [XCH]11 [CH]0 [M]54 [G]17 [XG]6 [XXG]4
";"ABRIGO CASUAL PARIS HILTON ATMO";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167346-1.jpg";
"ID-167347";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-paris-hilton-7890";"ABRIGO CASUAL PARIS HILTON 7890";"XCH,CH";"VALLEJO [XCH]12 [CH]49 [M]1 [G]2 [XG]0 [XXG]0
VERACRUZ [XCH]1 [CH]5 [M]3 [G]0 [XG]0 [XXG]1
LEON [XCH]4 [CH]0 [M]0 [G]0 [XG]19 [XXG]0
IZTAPALAPA [XCH]0 [CH]12 [M]82 [G]18 [XG]2 [XXG]0
ECATEPEC [XCH]21 [CH]33 [M]3 [G]2 [XG]0 [XXG]0
NAUCALPAN [XCH]0 [CH]0 [M]0 [G]0 [XG]2 [XXG]0
OLIVAR DEL CONDE [XCH]6 [CH]0 [M]15 [G]7 [XG]0 [XXG]5
CENTRO HISTORICO [XCH]11 [CH]42 [M]38 [G]0 [XG]8 [XXG]0
QUERETARO [XCH]4 [CH]3 [M]0 [G]0 [XG]2 [XXG]0
IXTAPALUCA [XCH]2 [CH]0 [M]0 [G]1 [XG]1 [XXG]1
GUADALAJARA [XCH]2 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
TOLUCA [XCH]16 [CH]14 [M]53 [G]23 [XG]1 [XXG]1
PUEBLA [XCH]1 [CH]8 [M]1 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]4 [CH]4 [M]0 [G]4 [XG]2 [XXG]1
GUADALAJARA MIRAVALLE [XCH]4 [CH]1 [M]4 [G]2 [XG]9 [XXG]1
ARCO NORTE [XCH]2 [CH]0 [M]3 [G]0 [XG]6 [XXG]0
";"ABRIGO CASUAL PARIS HILTON 7890";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO CIERRE
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167347-1.jpg";
"ID-167348";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-paris-hilton-aker";"ABRIGO CASUAL PARIS HILTON AKER";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]27 [CH]47 [M]93 [G]68 [XG]41 [XXG]31
VERACRUZ [XCH]15 [CH]1 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]4 [CH]7 [M]9 [G]38 [XG]28 [XXG]5
IZTAPALAPA [XCH]24 [CH]19 [M]92 [G]66 [XG]46 [XXG]19
ECATEPEC [XCH]21 [CH]55 [M]59 [G]87 [XG]34 [XXG]31
NAUCALPAN [XCH]5 [CH]10 [M]9 [G]1 [XG]4 [XXG]1
OLIVAR DEL CONDE [XCH]3 [CH]27 [M]0 [G]0 [XG]12 [XXG]0
CENTRO HISTORICO [XCH]1 [CH]33 [M]15 [G]0 [XG]12 [XXG]4
QUERETARO [XCH]3 [CH]5 [M]8 [G]2 [XG]1 [XXG]1
IXTAPALUCA [XCH]0 [CH]7 [M]0 [G]0 [XG]1 [XXG]13
GUADALAJARA [XCH]1 [CH]1 [M]7 [G]20 [XG]2 [XXG]0
TOLUCA [XCH]6 [CH]3 [M]19 [G]2 [XG]3 [XXG]5
PUEBLA [XCH]5 [CH]16 [M]16 [G]18 [XG]21 [XXG]4
AGUASCALIENTES [XCH]6 [CH]19 [M]18 [G]0 [XG]18 [XXG]2
GUADALAJARA MIRAVALLE [XCH]0 [CH]3 [M]18 [G]1 [XG]3 [XXG]0
ARCO NORTE [XCH]27 [CH]4 [M]12 [G]0 [XG]0 [XXG]1
";"ABRIGO CASUAL PARIS HILTON AKER";"Departamento: Ropa
Talla Ropa: XCH
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO
Largo: MEDIO
Cuello: ESCOTE/CUELLO V";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167348-1.jpg";
"ID-167349";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-paris-hilton-self";"ABRIGO CASUAL PARIS HILTON SELF";"CH,M,XG";"VALLEJO [XCH]16 [CH]5 [M]1 [G]2 [XG]0 [XXG]9
VERACRUZ [XCH]0 [CH]1 [M]1 [G]0 [XG]3 [XXG]0
LEON [XCH]12 [CH]0 [M]0 [G]1 [XG]1 [XXG]2
IZTAPALAPA [XCH]11 [CH]30 [M]12 [G]78 [XG]11 [XXG]2
ECATEPEC [XCH]2 [CH]129 [M]39 [G]1 [XG]7 [XXG]0
NAUCALPAN [XCH]15 [CH]0 [M]10 [G]1 [XG]0 [XXG]0
OLIVAR DEL CONDE [XCH]3 [CH]15 [M]2 [G]1 [XG]0 [XXG]1
CENTRO HISTORICO [XCH]37 [CH]25 [M]1 [G]15 [XG]2 [XXG]16
QUERETARO [XCH]4 [CH]4 [M]2 [G]3 [XG]1 [XXG]1
IXTAPALUCA [XCH]14 [CH]0 [M]1 [G]0 [XG]0 [XXG]0
GUADALAJARA [XCH]2 [CH]5 [M]2 [G]2 [XG]26 [XXG]6
TOLUCA [XCH]26 [CH]23 [M]0 [G]15 [XG]5 [XXG]1
PUEBLA [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
AGUASCALIENTES [XCH]4 [CH]4 [M]16 [G]19 [XG]0 [XXG]0
GUADALAJARA MIRAVALLE [XCH]10 [CH]1 [M]3 [G]0 [XG]2 [XXG]0
ARCO NORTE [XCH]2 [CH]12 [M]1 [G]1 [XG]0 [XXG]1
";"ABRIGO CASUAL PARIS HILTON SELF";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO
Largo: MEDIO
Cuello: ESCOTE/CUELLO V";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167349-1.jpg";
"ID-167351";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-paris-hilton-tx01";"ABRIGO CASUAL PARIS HILTON TX01";"XCH,CH,M,G,XG,XXG";"VALLEJO [XCH]19 [CH]39 [M]62 [G]54 [XG]47 [XXG]35
VERACRUZ [XCH]0 [CH]0 [M]0 [G]0 [XG]0 [XXG]0
LEON [XCH]3 [CH]12 [M]8 [G]34 [XG]24 [XXG]10
IZTAPALAPA [XCH]18 [CH]36 [M]69 [G]74 [XG]50 [XXG]24
ECATEPEC [XCH]32 [CH]59 [M]119 [G]73 [XG]42 [XXG]50
NAUCALPAN [XCH]5 [CH]3 [M]7 [G]18 [XG]7 [XXG]5
OLIVAR DEL CONDE [XCH]6 [CH]6 [M]6 [G]6 [XG]2 [XXG]8
CENTRO HISTORICO [XCH]11 [CH]21 [M]23 [G]14 [XG]20 [XXG]3
QUERETARO [XCH]4 [CH]11 [M]15 [G]13 [XG]12 [XXG]5
IXTAPALUCA [XCH]1 [CH]4 [M]19 [G]4 [XG]11 [XXG]2
GUADALAJARA [XCH]4 [CH]4 [M]7 [G]8 [XG]8 [XXG]4
TOLUCA [XCH]4 [CH]12 [M]10 [G]17 [XG]18 [XXG]4
PUEBLA [XCH]2 [CH]11 [M]84 [G]53 [XG]24 [XXG]11
AGUASCALIENTES [XCH]8 [CH]9 [M]10 [G]7 [XG]17 [XXG]9
GUADALAJARA MIRAVALLE [XCH]3 [CH]4 [M]13 [G]15 [XG]19 [XXG]7
ARCO NORTE [XCH]11 [CH]7 [M]26 [G]7 [XG]28 [XXG]17
";"ABRIGO CASUAL PARIS HILTON TX01";"Departamento: Ropa
Talla Ropa: N/A
Género: DAMA
Marca Price: PARIS HILTON
Categoría: SACOS Y ABRIGOS
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO BOTON
Largo: MEDIO
Cuello: CON SOLAPA";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/6/167351-1.jpg";
"ID-171703";"Ropa";"Dama";"Abrigos";"http://www.priceshoes.com/abrigo-casual-inverno-3271";"ABRIGO CASUAL INVERNO 3271";"AGOTADO";"VALLEJO [28]0 [30]2 [32]6 [34]0
VERACRUZ [28]0 [30]0 [32]0 [34]0
LEON [28]4 [30]3 [32]1 [34]2
IZTAPALAPA [28]2 [30]3 [32]7 [34]4
ECATEPEC [28]0 [30]1 [32]3 [34]0
NAUCALPAN [28]0 [30]1 [32]5 [34]2
OLIVAR DEL CONDE [28]3 [30]1 [32]0 [34]1
CENTRO HISTORICO [28]0 [30]3 [32]3 [34]0
QUERETARO [28]1 [30]1 [32]1 [34]0
IXTAPALUCA [28]0 [30]5 [32]5 [34]0
GUADALAJARA [28]1 [30]1 [32]1 [34]0
TOLUCA [28]1 [30]1 [32]1 [34]2
PUEBLA [28]0 [30]0 [32]1 [34]1
AGUASCALIENTES [28]2 [30]2 [32]3 [34]3
GUADALAJARA MIRAVALLE [28]0 [30]2 [32]3 [34]3
ARCO NORTE [28]0 [30]0 [32]1 [34]1
";"ABRIGO CASUAL INVERNO 3271";"Departamento: Ropa
Talla Ropa: No
Género: DAMA
Marca Price: INVERNO
Categoría: SACOS Y ABRIGOS
Fecha de llegada: 02/09/2017
Material: TEXTIL
Manga: LARGA
Frente: ABIERTO BOTON
Largo: MEDIO
Cuello: ALTO";"http://smhttp.50034.nexcesscdn.net/8027CAA/tiendaenlinea/pub/media/catalog/product/cache/image/700x560/e9c3970ab036de70892d86c6d221abfe/1/7/171703-1.jpg";
