"CODIGO","PRECIO","TITULO","DESCRIPCION","TALLES","COLORES","URL","FOTO1","FOTO2","FOTO3","FOTO4","FOTO5","FOTO6","FOTO7","FOTO8","FOTO9","FOTO10","FOTO11","FOTO12","FOTO13","FOTO14","FOTO15","FOTO16"
"9001","$251.30","Cinturilla Ideal 60","Logra esos 60cm que siempre deseaste. Reduce tallas en cintura. Trabaja los músculos de la pared abdominal. Mejora la postura evitando dolores lumbares. Material fresco, con transpiración. Ideal para tipo de cuerpos triángulo inverso y cuadrado. Compresión: Alta.","Chica
Mediana
Gde
E.Grande","#e9b88f","http://chemisette.com.mx/comercio/modelante/fajas/producto/cinturilla-ideal-60","https://chemisette-web.s3.amazonaws.com/uploads/color/image/742/9001_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/743/9001_93_3.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"9002","$251.30","Firmeza Abdominal","Reduce el volúmen del abdomen. Soporte para la espalda baja y dolores lumbares. Ajustable al frente para disminuir hasta 3 tallas. Material libre de transpiración. Varillas flexibles evita que se enrolle. Broches ajustables en 3 posiciones que van reduciendo contigo.","Mediana
Gde
E.Grande","#c8afa8","http://chemisette.com.mx/comercio/modelante/fajas-hombre/producto/firmeza-abdominal","https://chemisette-web.s3.amazonaws.com/uploads/color/image/286/9002_oi2017.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"9003","$251.30","Curvas Perfectas","¡Entrena la citura como ir al gimnacio! Faja modeladora que disminuye centímetros con solo usarla. Tejido doble que corrige la postura. Ideal para tipo de cuerpos triángulo inverso y cuadrado. Compresión: Alta.","Chica
Mediana
Grande
E.Grande","#000000
#c8afa8","http://chemisette.com.mx/comercio/modelante/fajas/producto/curvas-perfectas","https://chemisette-web.s3.amazonaws.com/uploads/color/image/287/9003_90_1.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/683/9003_90.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/686/9003_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/288/9003_93_4.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/685/9003_93_1.jpg","-","-","-","-","-","-","-","-","-","-"
"B26","$206.50","Bra Venecia sin pad","Ofrece sujeción, comodidad y adaptación que te hace lucir natural, con efecto PUSH UP que realza tu feminidad.","32A
34C
34D","#000000
#b57254
#ebbcd5","http://chemisette.com.mx/comercio/intima/bras/producto/bra-venecia-sin-pad","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1108/B26_negro.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1107/B26.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"B27","$455.00","Complete Bra","Un nuevo concepto de Bra que acentúa y afina el talle. Cinturilla integrada. Con copa pre-hormada sin costuras. Escote bajo en la espalda. Confeccionado en suave tactel exterior y firme banda elástica en su interior. Afina tu talle, luce elegante y femenina.","32B
34A
34B
34C
36B","#000000
#ffffff","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/complete-bra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/290/B27_80.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/289/B27_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"C893","$70.00","Catálogo Otoño Invierno 2017  (Pack con 4 ) con Suplemento Septiembre Octubre 2017 (Pack con 4)","-","-","-","http://chemisette.com.mx/comercio/producto/catalogo-otono-invierno-2017-(pack-con-4-)-con-suplemento-septiembre-octubre-2017-(pack-con-4)","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1406/4y4.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"FT101C","$15.00","Folleto protégete del frío 20 piezas a color",,"-","-","http://chemisette.com.mx/comercio/herramientas-de-venta/herramientas-de-venta/producto/folleto-protegete-del-frio-20-piezas-a-color","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1201/FT101C.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"KIT200","$200.00","Kit de Aniversario 15 años","-","-","-","http://chemisette.com.mx/comercio/producto/kit-de-aniversario-15-anos","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1216/kitdeaniversario.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1000","$209.30","Aceite Esencial de Eucalipto","Fuerte aceite inmunoestimulante de agradable aroma a bosque. Ideal para tratar todos los padecimientos de las vías resparatorias y evitar contagios.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-eucalipto","https://chemisette-web.s3.amazonaws.com/uploads/color/image/328/LB1000_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/844/LB1000_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1001","$279.30","Aceite Esencial de Lavanda","Aceite floral suave excelente para emergencias de quemaduras y heridas abiertas. Sedante muy recomendado para niños y bebes con problemas de hiperactividad e insomnio.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-lavanda","https://chemisette-web.s3.amazonaws.com/uploads/color/image/330/LB1001_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/837/LB1001_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1002","$300.30","Aceite Esencial de Manzanilla","Relajante y sedante, un aceite de notas sutiles que equilibra mente y cuerpo. Poderoso antiinflamatorio de emergencia que disminuye molestias acompañado de un dulce aroma a flores.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-manzanilla","https://chemisette-web.s3.amazonaws.com/uploads/color/image/332/LB1002_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/849/LB1002_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1003","$251.30","Aceite Esencial de Tea Tree","El único aceite capaz de inhibir los 3 organismos infecciosos; virus, bacterias y hongos. Aroma de notas sutiles medicinales que protege y promueve la salud.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-tea-tree","https://chemisette-web.s3.amazonaws.com/uploads/color/image/334/LB1003_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/831/LB1003_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1004","$168.00","Aceite Base Semilla de Uva","Aceite de consistencia ligera, que penetra fácilmente la piel sin dejar sensación grasosa. Recomendado principalmente para diluir cualquiera de los Aceites Esenciales Chemisette, ya que son son 100% puros y altamente concentrados.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-base-semilla-de-uva","https://chemisette-web.s3.amazonaws.com/uploads/color/image/336/LB1004_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/840/LB1004_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1005","$328.30","Aceite Esencial de Geranio","Aceite floral intenso que actúa como regulador hormonal. Especialmente indicado para el cuidado de la piel, ya que ayuda a regenerar desde simples resequedades hasta cicatrices y estrías.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-geranio","https://chemisette-web.s3.amazonaws.com/uploads/color/image/338/LB1005_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/838/LB1005_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1006","$237.30","Aceite Esencial de Menta","Aceite energizante de aroma fuerte y refrescante que ayuda a bajar la fiebre y aumentar la concentración. Excelente para tratar molestias y enfermedades de las vías respiratorias.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-menta","https://chemisette-web.s3.amazonaws.com/uploads/color/image/340/LB1006_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/839/LB1006_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1007","$161.00","Aceite Esencial de Naranja","Dulce aroma que armoniza el ambiente y ayuda a eliminar la depresión. Aceite indicado para combatir el estrés y la fatiga recuperando la alergia a nivel físico y emocional.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-naranja","https://chemisette-web.s3.amazonaws.com/uploads/color/image/342/LB1007_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/832/LB1007_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1008","$314.30","Aceite Esencial de Tomillo","Aceite de aroma medicinal efectivo contra malestares de pecho. Excelente antiespasmódico que calma la tos y procura la expulsión de flemas.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-tomillo","https://chemisette-web.s3.amazonaws.com/uploads/color/image/344/LB1008_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/830/LB1008_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1009","$328.30","Aceite Esencial de Incienso","Equilibrante y estabilizador de emociones ideal para espacios de relajación, meditación y yoga. Ansiolítico capaz de eliminar el estrés y cambiar situaciones nerviosas por estados de relajación y paz.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-incienso","https://chemisette-web.s3.amazonaws.com/uploads/color/image/346/LB1009_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/836/LB1009_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1010","$265.30","Aceite Esencial de Orégano","Aceite gentil herbolario que trabaja en conjunto con el sistema inmunológico ayudando a la pronta recuperación de enfermos. Fortalece las defensas del cuerpo aumentando la resistencia ante las enfermedades.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-oregano","https://chemisette-web.s3.amazonaws.com/uploads/color/image/348/LB1010_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/834/LB1010_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1011","$279.30","Aceite Esencial de Patchouli","Afrodisíaco natural estimulante del sistema nervioso que activa los neurotransmisores que estimulan el libido. Aceite de aroma penetrante que disminuye inhibiciones y eleva el autoestima.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-patchouli","https://chemisette-web.s3.amazonaws.com/uploads/color/image/350/LB1011_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/841/LB1011_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LB1014","$230.30","Aceite Esencial de Toronja","Delicioso cítrico y eficaz diurético para evitar la retención de líquidos. Antiséptico suave, ideal para actuar en trastornos bucales.","-","-","http://chemisette.com.mx/comercio/aromaterapia/aceites-esenciales/producto/aceite-esencial-de-toronja","https://chemisette-web.s3.amazonaws.com/uploads/color/image/352/LB1014_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/846/LB1014_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LE2001","$279.30","40-60 Bálsamo Corporal","Combate los bochornos y cambios hormonales. Aumenta la producción de endorfinas aportando energía. Minimiza la depresión e irritabilidad.","-","-","http://chemisette.com.mx/comercio/aromaterapia/formulas/producto/40_60-balsamo-corporal","https://chemisette-web.s3.amazonaws.com/uploads/color/image/356/LE2001_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/863/LE2001_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LE2002","$209.30","Óleo Fortte Roll-On","Fórmula de Aceites Esenciales eficaz contra dolores de cabeza y migrañas. Acelera la circulación, despierta y reanima la mente cansada. Estabiliza la presión alta y baja. Reconforta ante los dolores de cuello, espalda, golpes fuertes, molestias reumáticas y torceduras musculares. Fórmula se vende por separado","-","-","http://chemisette.com.mx/comercio/aromaterapia/formulas/producto/oleo-fortte-roll_on","https://chemisette-web.s3.amazonaws.com/uploads/color/image/358/LE2002_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/853/LE2002.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LE2003","$269.50","Óleo Fortte Fórmula","Fórmula de Aceites Esenciales eficaz contra dolores de cabeza y migrañas. Acelera la circulación, despierta y reanima la mente cansada. Estabiliza la presión alta y baja. Reconforta ante los dolores de cuello, espalda, golpes fuertes, molestias reumáticas y torceduras musculares. Roll-on se vende por separado","-","-","http://chemisette.com.mx/comercio/aromaterapia/formulas/producto/oleo-fortte-formula","https://chemisette-web.s3.amazonaws.com/uploads/color/image/360/LE2003_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/854/LE2003.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5003","$328.30","Sanapie Spray para Pies","Spray antiséptico con Aceite Esencial de Tea Tree que elimina las bacterias causantes del pie de atleta. Desodorante natural que evita la sudoración y humedad. De uso diario por la mañana y noche.","-","-","http://chemisette.com.mx/comercio/aromaterapia/formulas/producto/sanapie-spray-para-pies","https://chemisette-web.s3.amazonaws.com/uploads/color/image/362/LP5003_02.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/862/LP5003_01.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5014","$97.30","Pedicure Express Spray removedor de callos","Tratamiento suavizante para talones agrietados. Solo rociando 3 veces en cada talón, logrará sustituir las cremas mas grasosas devolviéndoles el aspecto terso e hidratado. Con extracto de Hamamelis, que sana la resequedad.","-","-","http://chemisette.com.mx/comercio/cuidado-de-la-piel/cuidado-personal/producto/pedicure-express-spray-removedor-de-callos","https://chemisette-web.s3.amazonaws.com/uploads/color/image/363/LP5014_01.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/364/LP5014_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5029","$104.30","Toallitas Húmedas Desmaquillantes Faciales","Toallitas húmedas desmaquillantes con extractos de Jazmín y Aloe Vera. Remueve el maquillaje y limpia suavemente en un solo paso, dejando una agradable sensación de frescura en el rostro. Suaves, hipoalergénicas, de uso diario para todo tipo de piel. 60 piezas.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/toallitas-humedas-desmaquillantes-faciales","https://chemisette-web.s3.amazonaws.com/uploads/color/image/369/LP5029_03.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/370/LP5029_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5033","$59.40","Protector de Talones","Almohadilla de silicón con extracto de rosas para sanar talones y humectar la piel diariamente. Útiles para tacones o zapatos de piso.","-","-","http://chemisette.com.mx/comercio/mas-lineas/pies-sin-dolor/producto/protector-de-talones","https://chemisette-web.s3.amazonaws.com/uploads/color/image/371/LP5033_01.jpg",,"-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5034","$53.40","Beautiful Feet","Evita ampollas y rozaduras causadas por calzado al caminar con delicado encaje que permite usar un calzado abierto o cerrado.","Unica","#000000","http://chemisette.com.mx/comercio/intima/cuidado-de-pies/producto/beautiful-feet","https://chemisette-web.s3.amazonaws.com/uploads/color/image/292/P_LP5034_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5035","$266.00","Guante Anti-juanetes","Guante que separa el dedo para evitar el dolor corrigiendo la postura con gel interior que amortigua la presión y evita el cansancio en la planta del pie. Previene y corrige juanetes.","Med/Gde","#c8afa8","http://chemisette.com.mx/comercio/intima/cuidado-de-pies/producto/guante-anti_juanetes","https://chemisette-web.s3.amazonaws.com/uploads/color/image/608/LP5035_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/295/LP5035_93_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5038","$160.30","Cover 5 Dedos","Guante protector de cada dedo del pie. Protege del roce entre los dedos absorbiendo la sudoración y devuelve la comodidad a tus zapatos favoritos. Con tejido en algodón.","Unica","#000000
#c8afa8","http://chemisette.com.mx/comercio/mas-lineas/pies-sin-dolor/producto/cover-5-dedos","https://chemisette-web.s3.amazonaws.com/uploads/color/image/297/LP5038_93_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/296/LP5038_90.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5043","$174.30","Protector con Gel Suavizante","Talones suaves como piel de bebé. Repara grietas y resequedad. Doble efectividad para el tratamiento y mantenimiento de talones suaves. Increíble sensación de suavidad al caminar.","Unica","#a3ddf1","http://chemisette.com.mx/comercio/mas-lineas/pies-sin-dolor/producto/protector-con-gel-suavizante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/298/LP5043_04.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5044","$125.30","Pasos Suaves Tactel","Suave como la seda. Previene ampollas, heridas y callos. Escote pronunciado imperceptible en el calzado.","M ( 2 1/2-  4)
G ( 4 - 6 1/2)","#000000
#c8afa8
#e7e7e7","http://chemisette.com.mx/comercio/intima/cuidado-de-pies/producto/pasos-suaves-tactel","https://chemisette-web.s3.amazonaws.com/uploads/color/image/302/LP5044_33.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/301/LP5044_93.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/648/LP5044_90.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/649/LP5044_90_2.jpg","-","-","-","-","-","-","-","-","-","-","-"
"LP5045","$125.30","Pasos Suaves Algodón","Almohadilla acolchonada con discreto encaje en algodón suave. Reduce el cansancio, absorbe la sudoración y evita ampollas, heridas y callos.","M ( 2 1/2-  4)
Gde","#000000
#e95aa3","http://chemisette.com.mx/comercio/mas-lineas/pies-sin-dolor/producto/pasos-suaves-algodon","https://chemisette-web.s3.amazonaws.com/uploads/color/image/304/LP5045_36_2.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/303/_LP5045_90_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/660/LP5045_36.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5048","$237.30","Tobillera Terapéutica Completa","Compresión efectiva. Ayuda a mejorar las torceduras y esguinces, ligamentos lesionados, dolor de articulaciones y alteración de musculos-tendinosos. Recomendado por doctores. Tobillera de forma anatómica que distribuye la compresión brindando una gran estabilidad al tobillo. Terapéutica de compresión firme y uniforme que brinda soporte al mismo tiempo que permite un rango completo de movimiento.","Unica","#000000
#c8afa8","http://chemisette.com.mx/comercio/termico/medias-terapeuticas/producto/tobillera-terapeutica-completa","https://chemisette-web.s3.amazonaws.com/uploads/color/image/306/LP5048_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/305/LP5048_90.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1257/LP5048_93_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5049","$132.30","Mocasín Calcetines Tobilleros para Hombre","Invisible, se ajusta al pie desapareciendo de la vista al momento de usar el zapato. Silicón autoadherente en el talón que protege de roces al momento de usarla. Cómodo, fabricado en material 100% algodón suave al tacto. Fresco higiénico y respirable. Unitalla se ajustan a cualquier medida de pie.","Unica","#c8afa8","http://chemisette.com.mx/comercio/mas-lineas/hombre/producto/mocasin-calcetines-tobilleros-para-hombre","https://chemisette-web.s3.amazonaws.com/uploads/color/image/718/P_LP5049_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/307/P_LP5049_93_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP5050","$70.00","Almohadilla con Encaje","Almohadilla alcochonada que protege el metatarso por el uso de zapatos altos. Con una banda protectora de fino encaje elasticado que evita el roce del zapato.","Unica","#c8afa8","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/almohadilla-con-encaje","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1005/LP5050_93.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1006/LP5050_93_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1008/LP5050_93_4.jpg","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6001","$168.00","Gel Vitalité Piernas Cansadas","Alivia las molestias de piernas cansadas. Sinergia única de Aceites Esenciales de Menta Piperita, Mejorana, Romero, Ciprés y Centella Asiática que activan la circulación sanguínea, disminuyendo la hinchazón y favoreciendo el descanso. Elimina la inflamación, adormecimiento y pesadez de las piernas, tobillos y pies. Reduce dolores de reumas y artritis. Proviene complicaciones como várices y retención de líquidos.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/gel-vitalite-piernas-cansadas",,"https://chemisette-web.s3.amazonaws.com/uploads/color/image/373/LP6001_02.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6001M","$0.00","Gel Vitalité muestra",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/gel-vitalite-muestra","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1155/MUESTRA_GELVITALITE.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6002","$90.00","Avena y Cacao Spa Suavizante","Costalitos exfoliantes de Avena y Cacao. Tratamiento de 4 semanas para lucir un cutis más suave, luminoso y tonificado. Sus fibras remueven residuos celulares y puntos negros dejando la piel libre de toxinas. Relaja y calma la piel de rostro, cuello y escote.","-","-","http://chemisette.com.mx/comercio/cuidado-de-la-piel/cuidado-personal/producto/avena-y-cacao-spa-suavizante","https://chemisette-web.s3.amazonaws.com/uploads/color/image/375/LP6002_01.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/376/LP6002_02.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6003","$146.30","Biodefense","Repelente natural en Spray contra los insectos elaborada con Aceites Esenciales de Menta, Alfalfa, Citronela, Geranio, Lavanda y Limón. Además de evitar picaduras calma la comezón e irritación en la piel. Para toda la familia. No mancha la ropa.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/biodefense","https://chemisette-web.s3.amazonaws.com/uploads/color/image/378/PV1713.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1254/PV1713_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6008","$349.30","Shaving Cream","Crema para afeitar en pasta para lucir una afeitada perfecta con Aceites Esenciales de Tea Tree, Menta y Áloe Vera que convierten la afeitada en un verdadero placer. Humecta la piel, dejándola fresca y nutrida. Desinfectante y cicatrizante.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/shaving-cream","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1250/LP6008.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1251/LP6008_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6010","$111.30","Color de Bronce Maquillaje para Piernas","Piernas bronceadas al instante. Enriquecido con hidratantes naturales que logran un tono perfectamente bronceado. Cubre imperfecciones como moretones, cicatrices, venas y manchas en las piernas. Resistente al agua.","-","-","http://chemisette.com.mx/comercio/cuidado-de-la-piel/cuidado-personal/producto/color-de-bronce-maquillaje-para-piernas","https://chemisette-web.s3.amazonaws.com/uploads/color/image/391/P_LP6010_01.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/392/P_LP6010_02.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6012","$94.50","Spray Aftershave","Bálsamo hidratante y calmante para después del afeitado con Aceites Esenciales de Ciprés, Tabaco, Orégano y Canela que reparan y regeneran la piel dejándola suave al tacto y profundamente hidratada. Actúa de inmediato contra las irritaciones y el ardor. Libre de alcohol y aromas sintéticos.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/spray-aftershave","https://chemisette-web.s3.amazonaws.com/uploads/color/image/399/LP6012_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6013","$343.00","Set de Citrus","Set elaborado a base de Aceite Esencial de Lemongrass que revitaliza el letargo físico, estimula la concentración y el equilibrio emocional. Permite tomar decisiones con claridad mental. Cada Set incluye un Jabón de glicerina con Esencias Naturales para pieles sensibles, una Crema Hidratante a base de Aceite Esencial de Lemongrass, un Perfume Ambiental que Transforma el entorno permitiendo tener claridad mental y un Body Mist que hidrata el cuerpo y revitaliza el letargo físico en la piel.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/set-de-citrus","https://chemisette-web.s3.amazonaws.com/uploads/color/image/401/LP6013.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/402/lp6013_3.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/404/LP6013_04.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/405/LP6013_1.jpg","-","-","-","-","-","-","-","-","-","-","-"
"LP6013-1","$104.30","Body Mist Citrus 200ml",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/body-mist-citrus-200ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1451/lp6013_3.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6013-2","$104.30","Concentrado Citrus 60ml",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/concentrado-citrus-60ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1452/LP6013_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6013-3","$104.30","Crema citrus 35 ml",,"-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/crema-citrus-35-ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1453/LP6013_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6014","$343.00","Set de Lavanda","Set elaborado a base de Aceite Esencial de Lavanda que genera un estado emocional de paz, eliminando estrés, ansiedad o nerviosismo sin afectar tus actividades habituales. Cada Set incluye un Jabón de glicerina con Esencias Naturales para pieles sensibles, una Crema Hidratante Relajante a base de Aceite Esencial de Lavanda, un Perfume Ambiental que reduce el estrés ambiental y un Body Mist que hidrata el cuerpo y tranquiliza el estado emocional.","-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/set-de-lavanda","https://chemisette-web.s3.amazonaws.com/uploads/color/image/406/LP6014.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/408/LP6014_2.jpg","-","https://chemisette-web.s3.amazonaws.com/uploads/color/image/410/LP6014.jpg","https://chemisette-web.s3.amazonaws.com/uploads/color/image/407/LP6014_1.jpg","-","-","-","-","-","-","-","-","-","-","-"
"LP6014-1","$104.30","Body Mist Lavanda 200 ml",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/body-mist-lavanda-200-ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1454/LP6014_1.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6014-2","$104.30","Concentrado Lavanda 60ml",,"-","-","http://chemisette.com.mx/comercio/paquetes/productos-individuales/producto/concentrado-lavanda-60ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1455/LP6014_2.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"LP6014-3","$104.30","Crema Lavanda 35ml",,"-","-","http://chemisette.com.mx/comercio/aromaterapia/productos-naturales/producto/crema-lavanda-35ml","https://chemisette-web.s3.amazonaws.com/uploads/color/image/1456/LP6014.jpg","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
