"Name","Description","Phone","Directions","Website","Email","Cuisines","Horarios","Feactures","Meals","GoodFor","Url"
"Los Tres Hermanos",,"56-62524474","Avenida Providencia 1120, Santiago 8320000, Chile",,"dominicsantos@outlook.es","Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308611-Reviews-Los_Tres_Hermanos-Santiago_Santiago_Metropolitan_Region.html"
"El Rinconcito",,"+ Add phone number","Moneda 772, Santiago 8320328, Chile",,,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308435-Reviews-El_Rinconcito-Santiago_Santiago_Metropolitan_Region.html"
"Los Pollitos Dicen",,"+56 2 2672 7063","Paseo Ahumada 189, Santiago 8320238, Chile",,,"Fast Food",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307677-Reviews-Los_Pollitos_Dicen-Santiago_Santiago_Metropolitan_Region.html"
"El Chiquito",,"+56 2 2689 3126","Avenida Libertador Bernardo o'Higgins 3048, Santiago 8370131, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308275-Reviews-El_Chiquito-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 600 600 6000","Puente, 689, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308664-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Pardos","Bio Blenders is a Coffee House, where we roast our own specialty organic coffee and offer homemade products for a unique experience. We combine Australian recipes and italian food with natural juice and other specials. Of course we make our own fresh coffee in all it's variaties for your delight. We speak english and welcome people from all over the world. Visit our webpage. Welcome anytime!","+56 9 9078 0853","Avenida Antonio Varas, 1400 | Local 1, Providencia, Santiago, Chile","http://www.bioblenders.com/","tostamos@bioblenders.com","Italian, Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307766-Reviews-Pardos-Santiago_Santiago_Metropolitan_Region.html"
"Rincon 1400",,"+56 9 5759 4663","Antonio Varas 1400 | Torre 2, Local 1, Santiago, Chile","http://www.rincon1400.cl/",,"Cafe, Vegan Options",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8539823-Reviews-Rincon_1400-Santiago_Santiago_Metropolitan_Region.html"
"El Cita",,"+ Add phone number","General del Canto 8 88, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d4975339-Reviews-El_Cita-Santiago_Santiago_Metropolitan_Region.html"
"Pekin",,"+56 2 2633 0435","Agustinas, 656, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7322283-Reviews-Pekin-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 600 600 6000","Avenida Neptuno 840, Santiago 8320000, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7356654-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Canela y Comino",,"+ Add phone number","Guardia Vieja 181, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308133-Reviews-Canela_y_Comino-Santiago_Santiago_Metropolitan_Region.html"
"Pazifico Restaurant",,"50918182","General Holley # 2380, Santiago 8320000, Chile","http://www.pazifico.d/",,"Seafood, Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7854450-Reviews-Pazifico_Restaurant-Santiago_Santiago_Metropolitan_Region.html"
"Kamu Sushi","Kamu Sushi is a restaurant run by its owners that has a pleasant atmosphere, good music and an extensive menu of rolls. It is also characterized by preparing delicious ceviches and sashimis . Services feature the home delivery system with Transbank outside his home.","+56 9 5046 1854","Espana 1748, Santiago 9380000, Chile","http://www.kamusushi.cl/","krlos.oocc@gmail.com","Sushi, Fusion","Tuesday  6:00 pm - 11:00 pm
Wednesday  6:00 pm - 11:00 pm
Thursday  6:00 pm - 11:00 pm
Friday  12:00 pm - 12:00 am
Saturday  12:00 pm - 12:00 am
","Delivery, Takeout, Reservations, Outdoor Seating, Seating, Waitstaff, Parking Available, Street Parking, Television, Wheelchair Accessible, Accepts American Express, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Free Wifi","Dinner, Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8547200-Reviews-Kamu_Sushi-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 600 600 6000","Avenida Macul 3297 | Av. Quilin, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7355365-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Fratelli",,"+56 2 2417 9012","Av. Pedro de Valdivia 3356, Santiago, Chile","http://www.fratellichile.cl/",,"Italian",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8730821-Reviews-Fratelli-Santiago_Santiago_Metropolitan_Region.html"
"Donde La Cuca",,"+56 2 2557 2197","Camino A Lonquen 7860 | Cerrillos, Santiago 8320000, Chile","http://www.dondelacuca.cl/",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7340953-Reviews-Donde_La_Cuca-Santiago_Santiago_Metropolitan_Region.html"
"Mamut",,"+ Add phone number","Hernando de Aguirre, 129, Santiago, Chile","http://www.elmamut.cl/",,,,,,"Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308141-Reviews-Mamut-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2672 8282","Paseo Bulnes, 101, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307876-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Gatsby",,"+56 2 2481 8244","Avenida Vicuna Mackenna Oriente 6100 | Loc. 1066 Mall Florida Center, Santiago, Chile","http://www.gatsby.cl/",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7365284-Reviews-Gatsby-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Nicasio Retamales 44 Local 1, Santiago 8320000, Chile","http://www.mcdonalds.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7356655-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Mikhail",,"+56 2 2418 1578","Avenida Antonio Varas, 1362, Santiago, Chile","http://www.deliveryarabe.cl/",,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307760-Reviews-Mikhail-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Camino El Alba 11969 | Comuna de Las Condes, Santiago 8320000, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7340964-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Sin Sin Fung",,"+56 2 2632 6597","San Francisco, 201, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308759-Reviews-Sin_Sin_Fung-Santiago_Santiago_Metropolitan_Region.html"
"Cafe la Citta",,"26729113","Avenida Libertador Bernardo o'Higgins 1449, Santiago 8340518, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7075902-Reviews-Cafe_la_Citta-Santiago_Santiago_Metropolitan_Region.html"
"El Huaso Aravena",,"+56 2 2551 7511","Carmen, 2096, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307897-Reviews-El_Huaso_Aravena-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2632 3305","Avenida Libertador Bernardo O'Higgins 3, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7355227-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Donde La Cuca",,"+56 2 2293 9780","Avenida Departamental 4400, Santiago 8320000, Chile","http://www.dondelacuca.cl/",,"Grill, Chilean, South American","Monday  11:00 am - 5:00 am
Tuesday  11:00 am - 5:00 am
Wednesday  11:00 am - 5:00 am
Thursday  11:00 am - 5:00 am
Friday  11:00 am - 5:00 am
Saturday  11:00 am - 5:00 am
","Reservations","Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d4136900-Reviews-Donde_La_Cuca-Santiago_Santiago_Metropolitan_Region.html"
"Finitezza",,"+56 2 2248 2344","Avenida Chicureo, 130 Local 1 | Colina, Santiago, Chile","https://www.facebook.com/finitezzachicureo?ref=br_rs",,"Pizza, Seafood",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7644253-Reviews-Finitezza-Santiago_Santiago_Metropolitan_Region.html"
"Razz Sushi",,"+ Add phone number","Avenida Vicuna Mackenna 578, Santiago 8320000, Chile","https://www.facebook.com/Razz-Sushi-1418445015119068/","razzsushi.delivery@gmail.com",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10672983-Reviews-Razz_Sushi-Santiago_Santiago_Metropolitan_Region.html"
"Esteban",,"+ Add phone number","Pje.Humboltd 0219, Santiago 8320000, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d4742760-Reviews-Esteban-Santiago_Santiago_Metropolitan_Region.html"
"Pagoda",,"+56 2 2218 4483","Avenida Vitacura, 5342, Santiago, Chile","http://pagoda.cl/",,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308953-Reviews-Pagoda-Santiago_Santiago_Metropolitan_Region.html"
"Isla Blanca de Chimbote",,"+56 2 2696 0556","San Pablo, 1850, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308773-Reviews-Isla_Blanca_de_Chimbote-Santiago_Santiago_Metropolitan_Region.html"
"Husky Sushi",,"+ Add phone number","Lo Beltran 1771, Santiago 7777, Chile","https://www.facebook.com/huskysushi","huskysushi@gmail.com",,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8757952-Reviews-Husky_Sushi-Santiago_Santiago_Metropolitan_Region.html"
"Pizza Hut",,"+56 600 424 6000","Avenida la Florida 9660, Santiago 8320000, Chile","https://www.pizzahut.cl/#/home",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308237-Reviews-Pizza_Hut-Santiago_Santiago_Metropolitan_Region.html"
"Chuck e Cheese's",,"26004621000","Jose Alcalde Delano 10533, Santiago 8320000, Chile",,,,,,,"Families with children","https://www.tripadvisor.com/Restaurant_Review-g294305-d9711507-Reviews-Chuck_e_Cheese_s-Santiago_Santiago_Metropolitan_Region.html"
"Sushi Club",,"+56 2 2333 3481","Nueva Los Leones 30, Santiago 8320000, Chile","http://www.sushiclub.cl/",,"Japanese, Sushi",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308466-Reviews-Sushi_Club-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 600 600 6000","Gran Avenida Jose Miguel Carrera 3632 | San Miguel, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7349483-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Avenida Republica 40, Santiago 8370033, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7362882-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Sushi Royal",,"22-23354921","Nueva Providencia 2345, Santiago 8320000, Chile",,,"Chinese, Japanese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8143199-Reviews-Sushi_Royal-Santiago_Santiago_Metropolitan_Region.html"
"Patagonia Fuente Austral",,"+ Add phone number","Avenida Eduardo Frei Montalva 9709 | Easton Outlet Mall, Local 914, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10860374-Reviews-Patagonia_Fuente_Austral-Santiago_Santiago_Metropolitan_Region.html"
"Pizza Hut",,"+56 600 424 6000","Gran Avenida Jose Miguel Carrera, 6802, Santiago, Chile","https://www.pizzahut.cl/",,"Pizza",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308131-Reviews-Pizza_Hut-Santiago_Santiago_Metropolitan_Region.html"
"Mar de Copas",,"+56 2 2665 0988","Seminario 120, Santiago 8320000, Chile",,,,,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308832-Reviews-Mar_de_Copas-Santiago_Santiago_Metropolitan_Region.html"
"Las Delicias",,"+56 2 2696 9005","Paseo Bulnes 84, Santiago 8330155, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10475621-Reviews-Las_Delicias-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Avenida Libertador Bernardo o'Higgins 666, Santiago 8330066, Chile","http://www.mcdonalds.cl/",,"Fast Food",,"Takeout",,"Kids","https://www.tripadvisor.com/Restaurant_Review-g294305-d7355308-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Arak",,"+56 2 2335 0879","Avenida Santa Maria 1880 | Providencia, Santiago, Chile","http://www.arak.cl/","contacto@arak.cl","Chilean, South American",,,"Lunch",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d6834514-Reviews-Arak-Santiago_Santiago_Metropolitan_Region.html"
"Crudo y sin Censura",,"+56 2 3220 7003","Sanchez Fontecilla 2066, Santiago, Chile","http://www.crudoysincensura.cl/locales-y-reparto/",,,"Sunday  12:00 pm - 10:00 pm
Monday  6:30 pm - 10:00 pm
Tuesday  6:30 pm - 10:00 pm
Wednesday  6:30 pm - 10:00 pm
Thursday  6:30 pm - 10:00 pm
Friday  12:00 pm - 10:00 pm
Saturday  12:00 pm - 10:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11688347-Reviews-Crudo_y_sin_Censura-Santiago_Santiago_Metropolitan_Region.html"
"Cafe Haiti",,"+56 2 2639 3751","Paseo Estado, 311, Santiago, Chile","http://www.cafehaiti.cl/",,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7336023-Reviews-Cafe_Haiti-Santiago_Santiago_Metropolitan_Region.html"
"Mas Pizza",,"+56 2 2638 7785","Carmen 42, Santiago 8330050, Chile","http://www.maspizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307902-Reviews-Mas_Pizza-Santiago_Santiago_Metropolitan_Region.html"
"Ponte Vecchio Caffe",,"+56 2 2232 2088","Avenida Providencia 1941, Santiago 8320000, Chile","https://www.facebook.com/pg/PonteVecchioCaffe/about/?tab=overview",,"Cafe",,,"Breakfast",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7258321-Reviews-Ponte_Vecchio_Caffe-Santiago_Santiago_Metropolitan_Region.html"
"Parrilladas Donde Farfan",,"+56 2 2773 5797","Avenida Carrascal 4460, Santiago 8350697, Chile",,,"Barbecue",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307904-Reviews-Parrilladas_Donde_Farfan-Santiago_Santiago_Metropolitan_Region.html"
"Kentucky Fried Chiquen",,"+ Add phone number","Cristobal Colon 7475, Santiago 8320000, Chile","http://www.kentucky.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8420120-Reviews-Kentucky_Fried_Chiquen-Santiago_Santiago_Metropolitan_Region.html"
"Tio Pancho Express",,"+ Add phone number","Santo Domingo 1066 Local 2, Santiago, Chile",,,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7354097-Reviews-Tio_Pancho_Express-Santiago_Santiago_Metropolitan_Region.html"
"Kava Kava","Pizza, sandwiches, and other bar fare. Local bar/sports bar.","+ Add phone number","Near Corte Suprema, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d3136339-Reviews-Kava_Kava-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 2 2732 2809","Avenida Independencia 864, Santiago 8320000, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7352371-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"El Jalapeno",,"+ Add phone number","Santa Filomena 62a | Recoleta, Santiago 8320000, Chile",,,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7352047-Reviews-El_Jalapeno-Santiago_Santiago_Metropolitan_Region.html"
"Xin Sun Fung",,"+56 2 2551 5024","San Diego 1902, Santiago, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7351947-Reviews-Xin_Sun_Fung-Santiago_Santiago_Metropolitan_Region.html"
"Mariberico",,"+56 2 2501 3484","Avenida Padre Hurtado 84, Ecke Av. Las Condes, Santiago, Chile","http://www.mariberico.cl/web/",,"Spanish, Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8327034-Reviews-Mariberico-Santiago_Santiago_Metropolitan_Region.html"
"Schopdog",,"+56 2 2483 2310","Avenida 5 de Abril 19, Santiago 8320000, Chile","http://www.schopdog.cl/",,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7322329-Reviews-Schopdog-Santiago_Santiago_Metropolitan_Region.html"
"McDonald's",,"+56 800 721 000","Eyzaguirre 544, Santiago 8330549, Chile","http://www.mcdonalds.cl/",,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7347710-Reviews-McDonald_s-Santiago_Santiago_Metropolitan_Region.html"
"Plaza La Gondola",,"95197991","Camino Valle Nevado 1306 | Lo Barnechea Santiago, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11873688-Reviews-Plaza_La_Gondola-Santiago_Santiago_Metropolitan_Region.html"
"Kim Hua",,"+ Add phone number","Calle Larrain 6011, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8862897-Reviews-Kim_Hua-Santiago_Santiago_Metropolitan_Region.html"
"Kahuin",,"+ Add phone number","Jose Pedro Alessandri 97 | Macul 97, Esquina Irarrazaval, Santiago 8320000, Chile","http://www.kahuin.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d9710878-Reviews-Kahuin-Santiago_Santiago_Metropolitan_Region.html"
"La Pesca",,"+ Add phone number","Los Abedules 3079, Santiago 7630414, Chile","http://www.lapesca.cl/","contacto@lapesca.cl","Seafood, Chilean, South American","Sunday  9:00 am - 3:00 pm
Monday  10:00 am - 9:00 pm
Tuesday  10:00 am - 9:00 pm
Wednesday  10:00 am - 9:00 pm
Thursday  10:00 am - 9:00 pm
Friday  10:00 am - 9:00 pm
Saturday  10:00 am - 9:00 pm
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10302202-Reviews-La_Pesca-Santiago_Santiago_Metropolitan_Region.html"
"Mal de Diogenes",,"+56 2 3205 4605","San Isidro 2192 | Interior galpones de Barrio Bo Bo, Santiago 8361249, Chile","http://www.galponsanisidro.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10121855-Reviews-Mal_de_Diogenes-Santiago_Santiago_Metropolitan_Region.html"
"Dulce Luna",,"+56 2 2787 0200","Avenida Larrain 5862 | Mall Plaza Egana, Piso 1, Local B 1081, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10685993-Reviews-Dulce_Luna-Santiago_Santiago_Metropolitan_Region.html"
"Bambudda","Nuevo concepto fusin de comida asitica moderna y sudamericana. Elaboracin en minuciosos procesos, concluidos en wok con ingredientes de alta calidad","+56 2 2699 6687","Compania De Jesus 1320 | Entre amunategui y teatinos, Santiago, Chile","https://www.facebook.com/bambuddarest/","contacto@bambudda.cl","Japanese, Sushi, Thai, Vietnamese","Monday  10:30 am - 9:00 pm
Tuesday  10:30 am - 9:00 pm
Wednesday  10:30 am - 9:00 pm
Thursday  10:30 am - 9:00 pm
Friday  10:30 am - 9:00 pm
",,"Breakfast, Brunch, Drinks, Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12614362-Reviews-Bambudda-Santiago_Santiago_Metropolitan_Region.html"
"John Lamarket",,"+ Add phone number","John Lamarket, Santiago, Chile","http://ww8.johnlamarket.com/",,"Grill",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10941181-Reviews-John_Lamarket-Santiago_Santiago_Metropolitan_Region.html"
"Ferrante",,"+56 2 2633 7518","Esmeralda 716, Santiago 8320049, Chile","http://www.esmeralda716.cl/",,"International, Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d8651990-Reviews-Ferrante-Santiago_Santiago_Metropolitan_Region.html"
"Burger Truck",,"+ Add phone number","Avenida Presidente Kennedy 8955 | Mall Alto Las Condes, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11686505-Reviews-Burger_Truck-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2262 1000","Avenida Vicuna Mackenna 9840 | local 2 Trinidad, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7365266-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2222 7000","Avenida Vicuna Mackenna 801 | 10 de Julio Huamachuco, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7365237-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Trattoria L'Incontro",,"+56 2 2244 2945","Bucarest 33, Santiago 8320000, Chile","https://www.facebook.com/pg/LIncontro-Trattoria-Caff%C3%A9-212868509053482/about/?tab=overview",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10629962-Reviews-Trattoria_L_Incontro-Santiago_Santiago_Metropolitan_Region.html"
"Telepizza",,"+56 2 2516 0505","Avenida Santa Rosa 8621, Santiago, Chile","https://www.telepizza.cl/",,"Pizza",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7363547-Reviews-Telepizza-Santiago_Santiago_Metropolitan_Region.html"
"Experiencia Vinocrata","Experiencia Vincrata  uma viagem pelas diferentes regioes produtoras de vinhos no Chile, acompanhado de um menu de 5 passos e degustacao de 8 vinhos (espumantes, brancos, tintos e fortificados). Disponivel de segunda a quinta-feira em portugues. Programa ideal para turistas brasileiros que visitam o Chile e tem paixao ou interesse em conhecer mais sobre o mundo do vinho chileno.","+56 2 2769 9276","Irarrazaval 3470, Nunoa | Cerca de la Plaza Nuoa, Santiago 7750000, Chile","http://www.lavinocracia.com/","arturtremperfarias@gmail.com","Wine Bar",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12249706-Reviews-Experiencia_Vinocrata-Santiago_Santiago_Metropolitan_Region.html"
"Guang Yen",,"+56 2 2633 3449","San Antonio 281 | Local 15, Santiago, Chile",,,"Asian",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7363297-Reviews-Guang_Yen-Santiago_Santiago_Metropolitan_Region.html"
"KFC",,"+ Add phone number","Av. Libertador Bernardo O'Higgins 3470 | Local 4004, Santiago, Chile","http://www.kentucky.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12673060-Reviews-KFC-Santiago_Santiago_Metropolitan_Region.html"
"La Julita II",,"+ Add phone number","San Pablo 967 | Mercado Central, Local 62, Santiago, Chile",,,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d10833950-Reviews-La_Julita_II-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 2 2879 9460","Eyzaguirre | Local 302, Santiago, Chile","http://www.doggis.cl/",,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7336065-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Papa John's",,"+ Add phone number","Froilan Roa 580 | La Florida, Santiago, Chile","https://www.papajohns.cl/Locales","contacto@pjchile.com",,"Sunday  12:00 pm - 11:00 pm
Monday  12:00 pm - 11:00 pm
Tuesday  12:00 pm - 11:00 pm
Wednesday  12:00 pm - 11:00 pm
Thursday  12:00 pm - 11:00 pm
Friday  12:00 pm - 2:00 am
Saturday  12:00 pm - 2:00 am
",,"Lunch, Dinner",,"https://www.tripadvisor.com/Restaurant_Review-g294305-d11836240-Reviews-Papa_John_s-Santiago_Santiago_Metropolitan_Region.html"
"Las Caprichosas",,"+56 2 2695 4702","Amunategui 791, Santiago 8340223, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7307781-Reviews-Las_Caprichosas-Santiago_Santiago_Metropolitan_Region.html"
"Doggis",,"+56 2 2849 1291","Avenida Concha y Toro | Mall Plaza Puente, Santiago, Chile","http://www.doggis.cl/",,"Chilean, South American",,,,"Local cuisine","https://www.tripadvisor.com/Restaurant_Review-g294305-d7335539-Reviews-Doggis-Santiago_Santiago_Metropolitan_Region.html"
"Sushisan",,"+56 2 2217 1699","Avda. Las Condes 12251 | Local 66 - 68, Santiago, Chile","https://www.sushisan.cl/",,,,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d12452678-Reviews-Sushisan-Santiago_Santiago_Metropolitan_Region.html"
"Pergola de Vicuna",,"+ Add phone number","Avenida Vicuna Mackenna, 811, Santiago, Chile",,,"Bar, Pub",,,,"Bar scene","https://www.tripadvisor.com/Restaurant_Review-g294305-d7308906-Reviews-Pergola_de_Vicuna-Santiago_Santiago_Metropolitan_Region.html"
"A Pura Fe",,"+ Add phone number","Avenida Vicuna Mackenna, 1441, Santiago, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308896-Reviews-A_Pura_Fe-Santiago_Santiago_Metropolitan_Region.html"
"Genzai",,"+56 2 2333 4606","Vecinal 90, Santiago 8320000, Chile",,,"Japanese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308888-Reviews-Genzai-Santiago_Santiago_Metropolitan_Region.html"
"Lomo Vetado",,"+56 2 2554 5419","Victoria 1346, Santiago 8361444, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308883-Reviews-Lomo_Vetado-Santiago_Santiago_Metropolitan_Region.html"
"La Caverna Pantaleon",,"+56 2 2671 8317","Teatinos 614, Santiago 8340264, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308862-Reviews-La_Caverna_Pantaleon-Santiago_Santiago_Metropolitan_Region.html"
"Yunu",,"+56 2 2698 4711","San Martin 70, Santiago 8340526, Chile",,,"Chinese",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308793-Reviews-Yunu-Santiago_Santiago_Metropolitan_Region.html"
"Asturiana",,"+56 2 2551 9858","San Diego 1402, Santiago 8360477, Chile",,,"Chilean, South American",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308753-Reviews-Asturiana-Santiago_Santiago_Metropolitan_Region.html"
"Gasy",,"+56 2 2209 8604","Avenida Salvador, 1346, Santiago, Chile",,,"Fast Food",,,,,"https://www.tripadvisor.com/Restaurant_Review-g294305-d7308735-Reviews-Gasy-Santiago_Santiago_Metropolitan_Region.html"
